animal_id,sex,species,site_id,site_type,location_id,easting,northing,date_of_birth,date_of_death,death_site_id,reason_for_death,batch_id,date_added_to_batch,date_removed_from_batch,vehicle_reg,journey_id,journey_origin,journey_destination,journey_start_date,journey_end_date
animal_80,,,site_4,,,,,2010-06-19,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_81,,,site_3,,,,,2010-06-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_82,,,site_1,,,,,2010-06-23,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_83,,,site_4,,,,,2010-06-24,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_84,,,site_1,,,,,2010-06-26,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_85,,,site_1,,,,,2010-06-29,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_86,,,site_4,,,,,2010-07-02,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_87,,,site_5,,,,,2010-07-04,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_88,,,site_3,,,,,2010-07-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_89,,,site_2,,,,,2010-07-09,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_90,,,site_4,,,,,2010-07-12,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_91,,,site_4,,,,,2010-07-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_92,,,site_1,,,,,2010-07-15,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_93,,,site_4,,,,,2010-07-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_94,,,site_3,,,,,2010-07-19,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_95,,,site_5,,,,,2010-07-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_96,,,site_2,,,,,2010-07-24,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_97,,,site_4,,,,,2010-07-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_98,,,site_1,,,,,2010-07-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_99,,,site_3,,,,,2010-07-29,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_100,,,site_1,,,,,2010-08-01,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_101,,,site_4,,,,,2010-08-02,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_102,,,site_5,,,,,2010-08-04,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_103,,,site_3,,,,,2010-08-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_104,,,site_3,,,,,2010-08-09,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_105,,,site_5,,,,,2010-08-12,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_106,,,site_1,,,,,2010-08-15,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_107,,,site_4,,,,,2010-08-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_108,,,site_3,,,,,2010-08-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_109,,,site_3,,,,,2010-08-19,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_110,,,site_4,,,,,2010-08-20,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_111,,,site_4,,,,,2010-08-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_112,,,site_2,,,,,2010-08-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_113,,,site_1,,,,,2010-08-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_114,,,site_3,,,,,2010-08-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_115,,,site_5,,,,,2010-08-28,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_116,,,site_5,,,,,2010-08-31,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_117,,,site_1,,,,,2010-09-01,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_118,,,site_4,,,,,2010-09-04,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_119,,,site_2,,,,,2010-09-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_120,,,site_1,,,,,2010-09-10,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_121,,,site_1,,,,,2010-09-11,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_122,,,site_2,,,,,2010-09-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_123,,,site_3,,,,,2010-09-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_124,,,site_4,,,,,2010-09-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_125,,,site_5,,,,,2010-09-20,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_126,,,site_3,,,,,2010-09-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_127,,,site_4,,,,,2010-09-23,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_128,,,site_1,,,,,2010-09-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_129,,,site_3,,,,,2010-09-28,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_130,,,site_1,,,,,2010-09-29,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_131,,,site_3,,,,,2010-09-30,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_132,,,site_4,,,,,2010-10-03,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_133,,,site_5,,,,,2010-10-06,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_134,,,site_4,,,,,2010-10-08,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_135,,,site_1,,,,,2010-10-09,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_136,,,site_2,,,,,2010-10-11,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_137,,,site_1,,,,,2010-10-13,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_138,,,site_5,,,,,2010-10-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_139,,,site_3,,,,,2010-10-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_140,,,site_1,,,,,2010-10-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_141,,,site_2,,,,,2010-10-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_142,,,site_3,,,,,2010-10-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_143,,,site_4,,,,,2010-10-26,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_144,,,site_3,,,,,2010-10-29,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_145,,,site_5,,,,,2010-10-31,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_146,,,site_5,,,,,2010-11-01,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_147,,,site_2,,,,,2010-11-02,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_148,,,site_2,,,,,2010-11-03,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_149,,,site_1,,,,,2010-11-05,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_150,,,site_5,,,,,2010-11-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_151,,,site_5,,,,,2010-11-10,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_152,,,site_5,,,,,2010-11-12,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_153,,,site_2,,,,,2010-11-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_154,,,site_2,,,,,2010-11-15,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_155,,,site_1,,,,,2010-11-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_156,,,site_3,,,,,2010-11-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_157,,,site_2,,,,,2010-11-19,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_158,,,site_5,,,,,2010-11-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_159,,,site_5,,,,,2010-11-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_160,,,site_4,,,,,2010-11-23,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_161,,,site_5,,,,,2010-11-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_162,,,site_5,,,,,2010-11-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_163,,,site_2,,,,,2010-11-30,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_164,,,site_1,,,,,2010-12-03,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_165,,,site_2,,,,,2010-12-05,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_166,,,site_5,,,,,2010-12-07,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_167,,,site_1,,,,,2010-12-09,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_168,,,site_5,,,,,2010-12-12,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_169,,,site_1,,,,,2010-12-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_170,,,site_1,,,,,2010-12-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_171,,,site_3,,,,,2010-12-17,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_172,,,site_4,,,,,2010-12-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_173,,,site_2,,,,,2010-12-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_174,,,site_5,,,,,2010-12-24,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_175,,,site_2,,,,,2010-12-26,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_176,,,site_1,,,,,2010-12-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_177,,,site_1,,,,,2010-12-28,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_178,,,site_4,,,,,2010-12-29,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_179,,,site_1,,,,,2010-12-31,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_180,,,site_2,,,,,2011-01-01,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_181,,,site_4,,,,,2011-01-02,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_182,,,site_2,,,,,2011-01-05,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_183,,,site_2,,,,,2011-01-08,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_184,,,site_3,,,,,2011-01-10,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_185,,,site_2,,,,,2011-01-12,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_186,,,site_3,,,,,2011-01-15,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_187,,,site_2,,,,,2011-01-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_188,,,site_1,,,,,2011-01-20,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_189,,,site_2,,,,,2011-01-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_190,,,site_4,,,,,2011-01-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_191,,,site_5,,,,,2011-01-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_192,,,site_5,,,,,2011-01-28,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_193,,,site_4,,,,,2011-01-31,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_194,,,site_1,,,,,2011-02-03,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_195,,,site_3,,,,,2011-02-06,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_196,,,site_2,,,,,2011-02-09,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_197,,,site_4,,,,,2011-02-11,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_198,,,site_4,,,,,2011-02-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_199,,,site_5,,,,,2011-02-16,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_200,,,site_5,,,,,2011-02-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_201,,,site_2,,,,,2011-02-19,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_202,,,site_2,,,,,2011-02-21,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_203,,,site_3,,,,,2011-02-22,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_204,,,site_1,,,,,2011-02-24,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_205,,,site_3,,,,,2011-02-25,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_206,,,site_4,,,,,2011-02-27,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_207,,,site_3,,,,,2011-03-01,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_208,,,site_1,,,,,2011-03-02,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_209,,,site_1,,,,,2011-03-04,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_210,,,site_5,,,,,2011-03-06,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_211,,,site_5,,,,,2011-03-08,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_212,,,site_4,,,,,2011-03-11,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_213,,,site_4,,,,,2011-03-14,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_214,,,site_5,,,,,2011-03-17,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_215,,,site_3,,,,,2011-03-18,,,,,'nan','NaT',,,,,'NaT','NaT'
animal_3,,,,,,,,,2011-01-09,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_12,,,,,,,,,2011-01-29,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_13,,,,,,,,,2011-02-01,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_14,,,,,,,,,2011-02-02,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_22,,,,,,,,,2011-02-19,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_23,,,,,,,,,2011-02-21,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_24,,,,,,,,,2011-02-23,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_26,,,,,,,,,2011-02-25,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_28,,,,,,,,,2011-03-01,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_29,,,,,,,,,2011-03-04,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_33,,,,,,,,,2011-03-11,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_36,,,,,,,,,2011-03-18,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_38,,,,,,,,,2011-03-21,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_49,,,,,,,,,2011-04-13,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_52,,,,,,,,,2011-04-19,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_56,,,,,,,,,2011-04-25,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_57,,,,,,,,,2011-04-27,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_58,,,,,,,,,2011-04-30,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_60,,,,,,,,,2011-05-03,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_64,,,,,,,,,2011-05-13,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_70,,,,,,,,,2011-05-24,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_73,,,,,,,,,2011-06-01,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_75,,,,,,,,,2011-06-06,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_79,,,,,,,,,2011-06-13,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_80,,,,,,,,,2011-06-15,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_83,,,,,,,,,2011-06-21,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_84,,,,,,,,,2011-06-23,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_86,,,,,,,,,2011-06-26,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_90,,,,,,,,,2011-07-04,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_91,,,,,,,,,2011-07-06,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_92,,,,,,,,,2011-07-09,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_95,,,,,,,,,2011-07-12,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_101,,,,,,,,,2011-07-25,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_105,,,,,,,,,2011-07-31,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_106,,,,,,,,,2011-08-01,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_110,,,,,,,,,2011-08-07,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_111,,,,,,,,,2011-08-08,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_116,,,,,,,,,2011-08-19,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_117,,,,,,,,,2011-08-21,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_119,,,,,,,,,2011-08-24,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_124,,,,,,,,,2011-09-01,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_126,,,,,,,,,2011-09-05,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_127,,,,,,,,,2011-09-08,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_130,,,,,,,,,2011-09-14,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_131,,,,,,,,,2011-09-16,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_134,,,,,,,,,2011-09-20,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_138,,,,,,,,,2011-09-26,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_140,,,,,,,,,2011-09-30,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_141,,,,,,,,,2011-10-01,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_142,,,,,,,,,2011-10-02,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_145,,,,,,,,,2011-10-05,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_147,,,,,,,,,2011-10-10,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_151,,,,,,,,,2011-10-19,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_153,,,,,,,,,2011-10-24,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_157,,,,,,,,,2011-11-01,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_162,,,,,,,,,2011-11-12,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_163,,,,,,,,,2011-11-15,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_166,,,,,,,,,2011-11-21,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_168,,,,,,,,,2011-11-27,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_169,,,,,,,,,2011-11-28,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_170,,,,,,,,,2011-11-29,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_173,,,,,,,,,2011-12-02,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_175,,,,,,,,,2011-12-08,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_181,,,,,,,,,2011-12-19,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_186,,,,,,,,,2011-12-29,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_187,,,,,,,,,2011-12-30,site_9,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_188,,,,,,,,,2011-12-31,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_190,,,,,,,,,2012-01-02,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_191,,,,,,,,,2012-01-03,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_196,,,,,,,,,2012-01-18,site_8,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_199,,,,,,,,,2012-01-26,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_202,,,,,,,,,2012-01-30,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_203,,,,,,,,,2012-01-31,site_8,illness,,'nan','NaT',,,,,'NaT','NaT'
animal_210,,,,,,,,,2012-02-18,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_212,,,,,,,,,2012-02-20,site_9,slaughter,,'nan','NaT',,,,,'NaT','NaT'
animal_102,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_211,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_159,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_115,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_30,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_150,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_72,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_192,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_133,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_146,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_40,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_200,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_45,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_37,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
animal_125,,,,,,,,,,,,0,'2011-05-22 00:00:00','NaT',,,,,'NaT','NaT'
,,,,,,,,,,,,0,'nan','NaT',BG23024,0,site_5,site_1,'2011-05-22 00:00:00','2011-05-25 00:00:00'
animal_102,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_211,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_159,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_115,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_30,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_150,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_72,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_192,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_133,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_146,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_40,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_200,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_45,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_37,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
animal_125,,,,,,,,,,,,0,'nan','2011-05-25 00:00:00',,,,,'NaT','NaT'
,,,,,,,,,,,,1,'nan','NaT',VM23859,1,site_7,site_9,'2011-05-27 00:00:00','2011-05-29 00:00:00'
,,,,,,,,,,,,2,'nan','NaT',VM23859,2,site_6,site_9,'2011-06-03 00:00:00','2011-06-06 00:00:00'
animal_15,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_9,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_144,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_77,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_103,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_184,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_207,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_78,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_171,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_195,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_20,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_104,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_114,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_123,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_108,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_205,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_81,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_109,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_94,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
animal_88,,,,,,,,,,,,3,'2011-06-07 00:00:00','NaT',,,,,'NaT','NaT'
,,,,,,,,,,,,3,'nan','NaT',EI23649,3,site_3,site_8,'2011-06-07 00:00:00','2011-06-09 00:00:00'
animal_15,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_9,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_144,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_77,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_103,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_184,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_207,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_78,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_171,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_195,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_20,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_104,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_114,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_123,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_108,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
animal_205,,,,,,,,,,,,3,'nan','2011-06-09 00:00:00',,,,,'NaT','NaT'
